year,transaction_id,product_id,city_category,product_category1,product_quantity
2021,149,P00331542,C,3,6
2021,150,P00118742,C,6,10
2021,151,P00178942,C,6,1
2021,152,P00026042,C,7,9
2021,153,P00233542,C,17,9
2021,154,P00127242,C,2,6
2021,155,P00349942,C,4,4
2021,156,P00303342,C,10,3
2021,157,P00051442,C,16,2
2021,158,P00275642,C,4,3
2021,159,P00278642,C,4,7
2021,160,P00117442,C,6,11
2021,161,P00322042,C,6,5
2021,162,P00216342,C,2,7
2021,163,P00329342,C,15,6
2021,164,P00332342,C,9,12
2021,165,P00285442,A,3,9
2021,166,P00111742,A,15,11
2021,167,P00293742,A,2,13
2021,168,P00032842,A,8,1
2021,169,P00216142,A,14,14
2021,170,P00001642,A,17,6
2021,171,P00351842,A,9,4
2021,172,P00145442,A,14,1
2021,173,P00344242,A,18,7
2021,174,P00327242,A,15,6
2021,175,P00241142,A,16,8
2021,176,P00219242,A,9,8
2021,177,P00057342,A,9,2
2021,178,P00165742,A,7,14
2021,179,P00154642,A,3,6
2021,180,P00192942,A,14,2
2021,181,P00247042,A,9,6
2021,182,P00150542,A,10,13
2021,183,P00347142,A,15,3
2021,184,P00326742,A,14,3
2021,185,P00085942,A,6,10
2021,186,P00330442,A,15,9
2021,187,P00327842,A,5,0
2021,188,P00218342,A,17,6
2021,189,P00259042,A,1,1
2021,190,P00102542,C,15,2
2021,191,P00285442,C,3,7
2021,192,P00121142,C,15,0
2021,193,P00228242,C,14,11
2021,194,P00129542,C,18,8
2021,195,P00309542,C,15,9
2021,196,P00106742,C,18,5
2021,197,P00102642,B,9,0
2021,198,P00127442,B,9,0
2021,199,P00345642,B,18,13
2021,200,P00357842,B,11,9
2021,201,P00115342,B,14,7
2021,202,P00174442,B,9,6
2021,203,P00282642,B,12,12
2021,204,P00150542,B,10,12
2021,205,P00037142,B,15,10
2021,206,P00192042,B,9,0
2021,207,P00197542,B,11,1
2021,208,P00048742,B,12,4
2021,209,P00110142,B,3,5
2021,210,P00120842,B,17,11
2021,211,P00267742,B,5,10
2021,212,P00086442,B,18,4
2021,213,P00331842,B,4,6
2021,214,P00288642,B,4,5
2021,215,P00318742,B,15,5
2021,216,P00028442,B,12,11
2021,217,P00208342,B,10,9
2021,218,P00193542,B,3,1
2021,219,P00277442,B,6,5
2021,220,P00085242,C,10,9
2021,221,P00279442,B,4,0
2021,222,P00351142,B,9,3
2021,223,P00235242,C,5,2
2021,224,P00251542,C,5,1
2021,225,P00046742,C,16,14
2021,226,P00003242,C,8,7
2021,227,P00221542,C,3,9
2021,228,P00142142,C,5,9
2021,229,P00044442,C,1,4
2021,230,P00147742,C,14,9
2021,231,P00030942,C,10,2
2021,232,P00288042,C,14,1
2021,233,P00313142,C,1,12
2021,234,P00195442,C,16,14
2021,235,P00255842,A,12,4
2021,236,P00112142,B,11,9
2021,237,P00120342,B,16,2
2021,238,P00110542,B,18,13
2021,239,P00279942,B,12,14
2021,240,P00303742,B,5,2
2021,241,P00140742,B,3,14
2021,242,P00190042,B,16,3
2021,243,P00316742,B,13,6
2021,244,P00233542,B,17,5
2021,245,P00115242,B,17,9
2021,246,P00338442,B,7,1
2021,247,P00302842,B,18,7
2021,248,P00124842,B,5,3
2021,249,P00066442,A,6,10
2021,250,P00273442,A,17,11
2021,251,P00210142,A,7,11
2021,252,P00212542,A,5,6
2021,253,P00321742,A,15,13
2021,254,P00020042,A,16,1
2021,255,P00051942,A,8,11
2021,256,P00251342,A,15,11
2021,257,P00303542,A,11,4
2021,258,P00228142,A,10,5
2021,259,P00123142,C,5,11
2021,260,P00079542,C,5,10
2021,261,P00103142,C,18,3
2021,262,P00305542,C,18,1
2021,263,P00031042,C,14,12
2021,264,P00260042,C,2,11
2021,265,P00055642,B,14,7
2021,266,P00312742,B,17,3
2021,267,P00010742,B,2,8
2021,268,P00147742,B,14,0
2021,269,P00303742,B,5,7
2021,270,P00223242,B,8,4
2021,271,P00114942,B,6,3
2021,272,P00277442,B,6,0
2021,273,P00183242,B,12,10
2021,274,P00030842,B,3,3
2021,275,P00220142,B,7,2
2021,276,P00130442,B,17,14
2021,277,P00323042,B,2,7
2021,278,P00344742,B,12,9
2021,279,P00182442,B,4,10
2021,280,P00015342,B,2,9
2021,281,P00113242,B,7,14
2021,282,P00288042,B,14,14
2021,283,P00103042,B,7,14
2021,284,P00187842,B,15,12
2021,285,P00162442,B,17,6
2021,286,P00078542,B,8,9
2021,287,P0094142,B,9,12
2021,288,P00324442,B,15,4
2021,289,P00041642,B,16,14
2021,290,P00050542,B,16,14
2021,291,P00006442,B,4,13
2021,292,P00051442,C,16,8
2021,293,P00350942,C,15,4
2021,294,P00000142,C,5,10
2021,295,P00127242,C,2,9
2021,296,P00034042,C,3,0
2021,297,P00143142,C,2,2
2021,298,P00317942,A,12,12
2021,299,P00335542,A,14,9
2021,300,P00361842,C,11,11
2021,301,P00147942,C,13,0
2021,302,P00000642,C,8,10
2021,303,P00037142,C,15,4
2021,304,P00028042,C,10,9
2021,305,P00117542,B,1,2
2021,306,P00120342,B,16,12
2021,307,P00130742,B,3,10
2021,308,P00024142,B,11,1
2021,309,P00127242,B,2,5
2021,310,P00209742,B,13,9
2021,311,P00160042,B,6,0
2021,312,P00042342,B,16,1
2021,313,P00016542,B,7,9
2021,314,P00016742,B,11,9
2021,315,P00227642,B,9,6
2021,316,P00146142,B,5,4
2021,317,P00070542,B,2,1
2021,318,P00129842,B,6,8
2021,319,P00243942,B,15,7
2021,320,P00246742,B,5,12
2021,321,P00310142,B,9,9
2021,322,P00244142,B,7,11
2021,323,P00085442,B,12,11
2021,324,P00190142,B,1,9
2021,325,P00109242,B,17,12
2021,326,P00089342,B,4,3
2021,327,P00288542,B,13,12
2021,328,P00212242,B,11,3
2021,329,P00319342,B,1,12
2021,330,P00302942,B,15,5
2021,331,P00145942,B,14,4
2021,332,P00026342,B,5,7
2021,333,P00148842,B,13,6
2021,334,P00299842,C,2,11
2021,335,P00313342,C,4,7
2021,336,P00102442,C,6,2
2021,337,P00237542,C,11,5
2021,338,P00213742,C,14,5
2021,339,P0099342,C,17,10
2021,340,P00171542,C,14,5
2021,341,P00135742,C,5,12
2021,342,P00350342,C,9,13
2021,343,P00110742,B,10,2
2021,344,P00117642,B,6,0
2021,345,P00114142,B,16,10
2021,346,P00119142,B,17,6
2021,347,P00280742,B,8,2
2021,348,P00271142,B,6,4
2021,349,P00348242,B,15,2
2021,350,P00003942,B,1,11
2021,351,P00282642,B,12,6
2021,352,P00288642,B,4,13
2021,353,P00151742,B,8,2
2021,354,P00244142,B,7,1
2021,355,P00050642,B,13,14
2021,356,P00114742,B,8,9
2021,357,P00113942,B,4,1
2021,358,P00120942,B,4,10
2021,359,P00083842,B,8,1
2021,360,P00148642,B,15,7
2021,361,P00317842,B,9,3
2021,362,P00030642,B,3,7
2021,363,P00273642,B,7,14
2021,364,P00002542,B,7,2
2021,365,P00331642,B,5,0
2021,366,P00331242,B,8,7
2021,367,P0096442,B,3,9
2021,368,P00050242,B,2,7
2021,369,P00131942,B,4,10
2021,370,P00010742,B,2,1
2021,371,P00150542,C,10,3
2021,372,P00132042,C,16,13
2021,373,P00334242,C,12,13
2021,374,P00013742,A,14,9
2021,375,P00036842,A,6,6
2021,376,P00119342,A,14,4
2021,377,P00182142,A,14,3
2021,378,P00188942,A,11,3
2021,379,P00203142,A,15,5
2021,380,P00320442,A,5,4
2021,381,P00121642,A,15,5
2021,382,P00289542,A,15,13
2021,383,P00329742,A,13,5
2021,384,P00326642,A,4,3
2021,385,P00346142,A,2,2
2021,386,P00336142,A,7,13
2021,387,P00111442,A,5,1
2021,388,P00087242,A,1,12
2021,389,P00234742,C,9,11
2021,390,P00021742,C,14,3
2021,391,P00090842,C,1,0
2021,392,P00214542,C,12,6
2021,393,P00110942,A,18,1
2021,394,P00289942,C,1,1
2021,395,P00147942,C,13,4
2021,396,P00216142,C,14,4
2021,397,P00104842,C,16,8
2021,398,P00113142,C,7,11
2021,399,P00177942,C,18,3
2021,400,P00265242,C,3,14
2021,401,P00118142,C,18,0
2021,402,P00003642,C,18,2
2021,403,P00178342,C,2,10
2021,404,P00289742,A,10,3
2021,405,P00085042,A,15,12
2021,406,P00248942,A,14,7
2021,407,P00184942,A,1,2
2021,408,P00041542,A,11,2
2021,409,P00249142,A,13,6
2021,410,P00284042,A,17,10
2021,411,P00165442,A,13,1
2021,412,P00115942,A,9,5
2021,413,P00278642,A,4,10
2021,414,P00021742,A,14,3
2021,415,P00156442,B,18,0
2021,416,P00318742,B,15,8
2021,417,P00351142,A,9,10
2021,418,P00074442,A,16,12
2021,419,P00047242,A,3,14
2021,420,P00199042,A,12,4
2021,421,P00192542,A,2,9
2021,422,P00351142,A,9,5
2021,423,P00350042,A,9,11
2021,424,P00248442,C,3,10
2021,425,P00172842,C,17,3
2021,426,P00198142,C,5,14
2021,427,P00282142,C,9,5
2021,428,P00166942,C,18,11
2021,429,P00187742,C,18,11
2021,430,P00003442,C,3,6
2021,431,P00060242,C,7,12
2021,432,P00137642,C,6,12
2021,433,P00106742,C,18,11
2021,434,P00126142,B,4,6
2021,435,P00219842,B,6,9
2021,436,P00046142,B,16,1
2021,437,P00338442,B,7,8
2021,438,P00328142,B,13,8
2021,439,P00255542,C,5,14
2021,440,P00250842,C,9,1
2021,441,P00260142,C,12,12
2021,442,P0097142,C,8,9
2021,443,P00209842,C,10,13
2021,444,P00212942,C,15,5
2021,445,P00283942,C,16,4
2021,446,P00303242,C,11,4
2021,447,P00170442,C,3,9
2021,448,P00045842,C,6,3
2021,449,P00040442,C,3,5
2021,450,P00195842,A,13,14
2021,451,P00148642,A,15,10
2021,452,P00157542,C,10,11
2021,453,P00293242,C,1,11
2021,454,P00064042,C,5,5
2021,455,P00344242,A,18,7
2021,456,P00015542,C,10,6
2021,457,P00001642,C,17,12
2021,458,P00105142,C,10,11
2021,459,P00251242,C,6,5
2021,460,P00183442,C,9,7
2021,461,P00199442,C,15,6
2021,462,P00054542,C,4,8
2021,463,P00034742,C,1,7
2021,464,P00042242,C,7,13
2021,465,P00277442,C,6,14
2021,466,P00163142,C,12,1
2021,467,P00027142,C,18,7
2021,468,P00145042,C,18,4
2021,469,P00053942,C,11,0
2021,470,P00173342,C,2,3
2021,471,P00233342,C,5,1
2021,472,P00036842,C,6,12
2021,473,P00010842,C,10,10
2021,474,P00120242,C,16,2
2021,475,P00313342,C,4,9
2021,476,P00223942,C,7,10
2021,477,P00362342,C,18,8
2021,478,P00027542,C,13,10
2021,479,P00051442,C,16,14
2021,480,P00234842,C,16,9
2021,481,P00029242,C,5,4
2021,482,P0097842,C,10,9
2021,483,P00160942,C,1,2
2021,484,P00136542,C,2,13
2021,485,P00223242,C,8,13
2021,486,P00127942,C,17,14
2021,487,P00248542,C,3,1
2021,488,P00145842,C,14,8
2021,489,P00214342,C,18,8
2021,490,P00161542,C,14,1
2021,491,P00001942,C,15,12
2021,492,P00010842,C,10,12
2021,493,P00220442,C,4,9
2021,494,P00278642,C,4,11
2021,495,P00138542,C,17,13
2021,496,P00317942,B,12,2
2021,497,P00190042,B,16,0
2021,498,P00328042,B,5,10
2021,499,P00370242,B,18,7
2021,500,P00340642,B,13,7
2021,501,P00358242,B,16,11
2021,502,P0096542,B,9,5
2021,503,P0096942,B,7,9
2021,504,P00074142,B,5,13
2021,505,P00273442,B,17,9
2021,506,P00270042,B,8,9
2021,507,P00255842,B,12,0
2021,508,P00223842,B,6,7
2021,509,P00014842,B,16,2
2021,510,P00274342,B,17,7
2021,511,P00199442,B,15,13
2021,512,P00216342,B,2,1
2021,513,P00070542,B,2,11
2021,514,P00112542,B,2,9
2021,515,P00346142,B,2,13
2021,516,P00208742,B,17,9
2021,517,P00248942,B,14,5
2021,518,P00351142,B,9,14
2021,519,P00304442,B,3,11
2021,520,P00014042,B,7,14
2021,521,P00028442,B,12,5
2021,522,P00155442,B,4,1
2021,523,P00133442,B,8,4
2021,524,P00159842,B,9,2
2021,525,P00019942,B,18,12
2021,526,P00366542,B,3,13
2021,527,P00117042,C,4,12
2021,528,P00141942,C,1,8
2021,529,P00003642,C,18,6
2021,530,P00117942,C,16,4
2021,531,P00001742,C,17,5
2021,532,P00209842,C,10,13
2021,533,P00293742,C,2,3
2021,534,P00315442,C,14,9
2021,535,P00297642,C,17,6
2021,536,P00088542,C,8,3
2021,537,P00089042,C,16,13
2021,538,P00175742,C,4,11
2021,539,P00115942,C,9,0
2021,540,P00317842,C,9,14
2021,541,P00334242,C,12,8
2021,542,P00035542,C,2,1
2021,543,P00129542,C,18,10
2021,544,P00234842,C,16,4
2021,545,P00057942,C,18,5
2021,546,P00037142,C,15,12
2021,547,P00059442,C,2,2
2021,548,P00278042,A,7,6
2021,549,P00154042,A,15,9
2021,550,P00014042,A,7,13
2021,551,P00262242,A,7,7
2021,552,P00010842,C,10,12
2021,553,P00334242,C,12,10
2021,554,P00337942,C,3,14
2021,555,P00274942,C,15,10
2021,556,P00229342,C,16,9
2021,557,P00274242,C,16,1
2021,558,P00084642,C,2,9
2021,559,P00071242,B,4,11
2021,560,P00050442,B,1,14
2021,561,P0097342,B,10,8
2021,562,P00165442,B,13,13
2021,563,P00269542,C,14,14
2021,564,P00045542,C,6,13
2021,565,P00139742,C,4,10
2021,566,P00332242,C,16,11
2021,567,P00205442,C,1,10
2021,568,P00085542,C,14,2
2021,569,P00112142,C,11,11
2021,570,P00323742,C,7,3
2021,571,P00183142,C,7,13
2021,572,P00344242,C,18,10
2021,573,P00298242,C,18,12
2021,574,P00300942,C,6,3
2021,575,P0097142,C,8,6
2021,576,P00013942,C,13,10
2021,577,P00087042,C,1,2
2021,578,P00087342,C,6,9
2021,579,P00195642,C,6,9
2021,580,P00035842,B,6,4
2021,581,P00036842,C,6,10
2021,582,P00013942,C,13,7
2021,583,P00289942,C,1,8
2021,584,P00351142,C,9,2
2021,585,P00147342,C,15,0
2021,586,P00350942,C,15,12
2021,587,P00176842,C,15,13
2021,588,P00275842,C,15,3
2021,589,P00192542,C,2,4
2021,590,P00351342,A,9,10
2021,591,P00184142,A,12,11
2021,592,P00317342,A,18,10
2021,593,P00217242,A,7,2
2021,594,P00014542,A,17,10
2021,595,P00021742,A,14,2
2021,596,P00358242,A,16,9
2021,597,P00335442,A,11,8
2021,598,P0098342,A,10,2
2021,599,P00079742,A,17,13
2021,600,P00143642,A,7,0
2021,601,P00251342,A,15,9
2021,602,P00232342,A,15,13
2021,603,P00179042,A,18,8
2021,604,P00180942,A,6,2
2021,605,P00265742,A,17,0
2021,606,P00194542,C,7,10
2021,607,P00001742,C,17,6
2021,608,P00127642,C,1,1
2021,609,P00355142,C,12,4
2021,610,P00144642,C,6,2
2021,611,P00201342,C,15,14
2021,612,P00251942,C,10,2
2021,613,P00009342,C,15,0
2021,614,P00345842,C,12,11
2021,615,P00191442,C,14,10
2021,616,P00223242,C,8,0
2021,617,P00120342,C,16,3
2021,618,P00330642,C,4,13
2021,619,P00238542,C,16,12
2021,620,P0094942,C,6,6
2021,621,P00068042,C,10,9
2021,622,P00227642,C,9,14
2021,623,P00005042,C,6,0
2021,624,P00102042,C,2,2
2021,625,P00059742,C,3,9
2021,626,P00142142,C,5,10
2021,627,P00248142,B,12,8
2021,628,P00279342,B,3,11
2021,629,P00267542,B,16,2
2021,630,P00217742,B,16,8
2021,631,P00113242,B,7,5
2021,632,P00000642,B,8,1
2021,633,P00163342,B,5,3
2021,634,P00116842,B,9,1
2021,635,P00036842,B,6,11
2021,636,P00278042,B,7,5
2021,637,P00348742,B,17,8
2021,638,P00061142,B,1,11
2021,639,P00015942,B,5,3
2021,640,P00346542,B,2,12
2021,641,P00188742,B,10,6
2021,642,P00346942,B,1,9
2021,643,P00212542,B,5,0
2021,644,P00007042,B,3,2
2021,645,P00240242,B,13,12
2021,646,P00291042,C,7,9
2021,647,P00244642,B,4,9
2021,648,P00090542,B,9,3
2021,649,P00274142,B,11,5
2021,650,P00266642,B,5,0
2021,651,P00182142,B,14,1
2021,652,P00270542,B,6,6
2021,653,P00087042,B,1,10
2021,654,P00121642,B,15,4
2021,655,P00145042,C,18,7
2021,656,P00086442,C,18,7
2021,657,P00361842,C,11,13
2021,658,P00057442,C,1,2
2021,659,P00078142,C,2,1
2021,660,P00245642,A,17,14
2021,661,P00037542,C,14,7
2021,662,P00049842,C,14,11
2021,663,P00022942,C,7,1
2021,664,P00000642,C,8,4
2021,665,P00183442,C,9,2
2021,666,P00350442,B,17,0
2021,667,P00119542,B,5,10
2021,668,P00025442,B,6,4
2021,669,P00080342,B,17,6
2021,670,P00127642,B,1,5
2021,671,P00127242,B,2,7
2021,672,P00338542,B,10,7
2021,673,P00246142,B,13,14
2021,674,P00317642,B,1,4
2021,675,P00339542,B,18,9
2021,676,P00277442,B,6,5
2021,677,P00170642,C,2,11
2021,678,P00115442,C,1,10
2021,679,P00212742,C,14,1
2021,680,P00209842,C,10,9
2021,681,P00150742,C,9,10
2021,682,P00154642,C,3,8
2021,683,P00109342,C,5,10
2021,684,P00162642,C,12,11
2021,685,P00192542,C,2,12
2021,686,P00017042,C,1,12
2021,687,P00100842,C,17,12
2021,688,P00329442,C,17,7
2021,689,P00303842,C,9,14
2021,690,P00045842,C,6,7
2021,691,P00250242,C,14,8
2021,692,P00012542,C,13,2
2021,693,P00152442,C,10,5
2021,694,P00058442,C,13,3
2021,695,P00303842,C,9,1
2021,696,P00248342,C,11,12
2021,697,P00218642,C,16,11
2021,698,P00125942,C,16,5
2021,699,P00241542,C,8,6
2021,700,P00346442,C,7,3
2021,701,P00295942,C,13,11
2021,702,P00248942,C,14,3
2021,703,P00270142,C,3,13
2021,704,P0099042,B,4,12
2021,705,P00367142,B,18,3
2021,706,P00233342,B,5,13
2021,707,P00118842,B,11,11
2021,708,P00034842,B,4,0
2021,709,P00001142,B,6,0
2021,710,P00008842,B,2,0
2021,711,P00222142,B,4,0
2021,712,P00059442,B,2,2
2021,713,P00189842,B,3,8
2021,714,P00074142,B,5,4
2021,715,P00051942,B,8,12
2021,716,P00013742,B,14,3
2021,717,P00321742,B,15,10
2021,718,P00250842,C,9,13
2021,719,P00198742,C,1,4
2021,720,P00010742,C,2,10
2021,721,P00303342,C,10,11
2021,722,P00004242,C,14,9
2021,723,P00173942,C,9,14
2021,724,P00058442,C,13,0
2021,725,P00124642,C,12,0
2021,726,P00026042,C,7,3
2021,727,P00113242,C,7,1
2021,728,P00081142,C,7,10
2021,729,P00135742,C,5,2
2021,730,P00329542,C,11,12
2021,731,P00249642,C,18,7
2021,732,P00020142,C,6,0
2021,733,P00274942,C,15,9
2021,734,P00110842,C,12,2
2021,735,P00121342,C,15,12
2021,736,P00121642,C,15,11
2021,737,P00159542,C,1,2
2021,738,P00115142,C,2,11
2021,739,P00044442,C,1,1
2021,740,P00227542,C,17,4
2021,741,P00127842,C,18,4
2021,742,P00241642,C,17,6
2021,743,P00226742,C,7,6
2021,744,P00062842,B,5,11
2021,745,P00084642,B,2,8
2021,746,P00192042,A,9,6
2021,747,P00002542,A,7,9
2021,748,P00028842,A,18,13
2021,749,P00184942,A,1,8
2021,750,P00025442,A,6,0
2021,751,P00250242,C,14,8
2021,752,P00184942,C,1,12
2021,753,P00284642,C,12,3
2021,754,P00250342,C,1,11
2021,755,P00317842,C,9,1
2021,756,P00214142,C,8,2
2021,757,P00248342,C,11,10
2021,758,P00248942,B,14,12
2021,759,P00188542,B,11,3
2021,760,P00081142,B,7,7
2021,761,P00088242,B,3,14
2021,762,P00223842,B,6,5
2021,763,P00121042,B,2,10
2021,764,P00027142,B,18,9
2021,765,P00114142,B,16,14
2021,766,P00116742,B,1,13
2021,767,P00289642,B,3,9
2021,768,P00118442,B,7,5
2021,769,P00227742,B,15,13
2021,770,P00127542,B,12,7
2021,771,P00010842,B,10,12
2021,772,P00323942,B,11,8
2021,773,P00101142,B,13,4
2021,774,P00203142,B,15,10
2021,775,P00112342,B,12,11
2021,776,P00129642,B,2,10
2021,777,P00178642,B,9,4
2021,778,P00288442,B,11,6
2021,779,P00274042,B,16,4
2021,780,P00091842,B,2,14
2021,781,P00320442,B,5,1
2021,782,P00184942,B,1,9
2021,783,P00016042,B,10,13
2021,784,P00214242,B,12,9
2021,785,P00110742,B,10,7
2021,786,P00008542,B,1,6
2021,787,P00352142,B,17,12
2021,788,P00150942,B,13,13
2021,789,P00184942,B,1,11
2021,790,P00118442,B,7,4
2021,791,P00317442,B,13,4
2021,792,P00063342,B,3,7
2021,793,P00042142,B,9,9
2021,794,P00047242,B,3,8
2021,795,P00114542,B,16,1
2021,796,P00156742,B,12,11
2021,797,P00119242,B,3,5
2021,798,P00190742,B,6,10
2021,799,P00199442,B,15,5
2021,800,P00193042,B,17,9
2021,801,P00327842,B,5,2
2021,802,P00005042,B,6,14
2021,803,P00057242,B,12,4
2021,804,P00074442,B,16,8
2021,805,P00214342,B,18,0
2021,806,P00036542,B,2,5
2021,807,P00181842,B,3,11
2021,808,P00304742,B,12,9
2021,809,P00109242,B,17,12
2021,810,P00289342,B,4,4
2021,811,P00213742,B,14,13
2021,812,P00293242,B,1,9
2021,813,P00163842,B,11,6
2021,814,P00046142,B,16,4
2021,815,P00028242,B,12,3
2021,816,P00028542,B,18,2
2021,817,P00051442,B,16,1
2021,818,P00100842,B,17,14
2021,819,P00184442,B,18,10
2021,820,P00345842,B,12,9
2021,821,P00323942,B,11,13
2021,822,P00137542,B,9,10
2021,823,P00030842,B,3,9
2021,824,P00150342,B,7,3
2021,825,P00369742,B,9,2
2021,826,P00069042,B,3,0
2021,827,P00277942,B,1,12
2021,828,P00283942,B,16,0
2021,829,P00207042,B,12,9
2021,830,P00350342,B,9,1
2021,831,P00294542,B,12,10
2021,832,P00174442,B,9,3
2021,833,P00033642,B,12,1
2021,834,P00025442,B,6,9
2021,835,P00120042,B,15,12
2021,836,P00086042,B,18,6
2021,837,P00198142,B,5,8
2021,838,P00057742,B,8,6
2021,839,P00101942,B,15,10
2021,840,P00113342,B,14,0
2021,841,P00112142,A,11,1
2021,842,P00062842,A,5,7
2021,843,P00052642,A,8,1
2021,844,P00021642,A,14,0
2021,845,P00007342,A,11,13
2021,846,P00154742,A,13,5
2021,847,P00016342,A,3,2
2021,848,P00141842,A,17,9
2021,849,P00197442,A,6,11
2021,850,P00048642,A,12,12
2021,851,P00000642,A,8,0
2021,852,P00358742,A,10,7
2021,853,P00370342,A,6,6
2021,854,P00138542,A,17,11
2021,855,P00031442,A,14,8
2021,856,P00128242,A,2,5
2021,857,P00221342,A,15,4
2021,858,P00211142,A,4,3
2021,859,P00152742,A,1,4
2021,860,P00211042,A,17,10
2021,861,P00245642,A,17,11
2021,862,P00148342,A,9,8
2021,863,P00085242,A,10,9
2021,864,P00134342,A,10,5
2021,865,P00159942,A,12,13
2021,866,P00031642,C,5,8
2021,867,P00059442,C,2,0
2021,868,P00340642,C,13,9
2021,869,P00214242,A,12,13
2021,870,P00105142,A,10,9
2021,871,P00262242,A,7,6
